ID 	SX 	VG 	VE 	VF 
1801 	0 	-0.687 	0.315 	-0.372 
1802 	0 	1.176 	-1.056 	0.120 
1803 	1 	-0.414 	-0.801 	-1.216 
1804 	1 	0.132 	-2.920 	-2.789 
1805 	0 	-0.221 	-0.685 	-0.906 
1806 	0 	-1.055 	-1.110 	-2.164 
1807 	0 	1.227 	0.544 	1.772 
1808 	1 	-1.096 	-0.878 	-1.975 
1809 	1 	-0.760 	-0.263 	-1.023 
1810 	0 	-1.041 	-4.044 	-5.086 
1811 	1 	0.184 	1.697 	1.880 
1812 	0 	0.952 	0.742 	1.694 
1813 	1 	-1.775 	-1.995 	-3.770 
1814 	0 	0.456 	-0.542 	-0.086 
1815 	0 	0.165 	-1.682 	-1.517 
1816 	1 	-1.160 	-1.288 	-2.448 
1817 	1 	-0.305 	-3.092 	-3.397 
1818 	1 	-1.708 	-0.899 	-2.606 
1819 	1 	0.313 	1.138 	1.451 
1820 	1 	1.253 	-2.174 	-0.921 
1821 	1 	0.927 	0.553 	1.481 
1822 	0 	-0.305 	0.434 	0.129 
1823 	1 	-0.379 	-2.094 	-2.473 
1824 	1 	-0.106 	-1.250 	-1.356 
1825 	0 	0.698 	-0.320 	0.378 
1826 	0 	-1.615 	-1.723 	-3.338 
1827 	1 	-0.024 	-0.155 	-0.179 
1828 	0 	0.825 	0.175 	1.000 
1829 	0 	1.081 	2.452 	3.534 
1830 	1 	0.684 	2.554 	3.238 
1831 	1 	-1.003 	3.028 	2.025 
1832 	1 	-0.598 	-2.830 	-3.428 
1833 	0 	0.994 	0.541 	1.535 
1834 	1 	-0.697 	1.372 	0.675 
1835 	0 	-0.810 	-1.499 	-2.308 
1836 	0 	-0.896 	3.579 	2.683 
1837 	0 	-0.611 	-1.356 	-1.968 
1838 	1 	0.755 	4.298 	5.054 
1839 	0 	0.172 	-3.363 	-3.190 
1840 	1 	-1.260 	-0.021 	-1.281 
1841 	0 	0.411 	-0.604 	-0.193 
1842 	1 	-0.067 	-0.604 	-0.671 
1843 	0 	0.333 	0.883 	1.216 
1844 	0 	-0.055 	2.758 	2.703 
1845 	0 	-1.658 	-0.842 	-2.500 
1846 	1 	-0.378 	-0.961 	-1.339 
1847 	0 	-1.458 	3.710 	2.252 
1848 	0 	-0.329 	0.632 	0.303 
1849 	0 	-0.486 	-0.484 	-0.970 
1850 	0 	-0.212 	0.995 	0.783 
1851 	0 	1.887 	-0.735 	1.153 
1852 	0 	1.199 	-2.650 	-1.451 
1853 	1 	0.951 	-2.104 	-1.152 
1854 	0 	0.710 	-2.360 	-1.649 
1855 	0 	1.201 	-0.176 	1.026 
1856 	0 	-0.278 	-1.133 	-1.411 
1857 	1 	-0.859 	-2.250 	-3.109 
1858 	1 	-0.361 	1.645 	1.284 
1859 	0 	-0.873 	0.742 	-0.131 
1860 	1 	-0.797 	0.496 	-0.301 
1861 	0 	0.221 	-4.024 	-3.803 
1862 	0 	-0.526 	-0.324 	-0.850 
1863 	1 	-0.524 	-2.063 	-2.587 
1864 	1 	0.417 	2.582 	2.998 
1865 	0 	-0.966 	2.128 	1.162 
1866 	1 	-1.680 	1.317 	-0.363 
1867 	0 	-0.245 	2.432 	2.187 
1868 	1 	-1.086 	0.251 	-0.835 
1869 	0 	-1.163 	-1.344 	-2.507 
1870 	1 	1.223 	1.163 	2.385 
1871 	0 	-0.038 	1.121 	1.083 
1872 	1 	-0.751 	1.513 	0.763 
1873 	1 	-0.945 	-0.860 	-1.805 
1874 	0 	-0.931 	1.251 	0.320 
1875 	0 	0.720 	2.937 	3.657 
1876 	1 	0.441 	-0.729 	-0.288 
1877 	0 	-0.124 	1.043 	0.919 
1878 	1 	1.219 	1.288 	2.507 
1879 	0 	0.199 	-0.999 	-0.801 
1880 	1 	-1.810 	0.262 	-1.548 
1881 	0 	0.090 	0.307 	0.397 
1882 	0 	0.182 	-1.595 	-1.413 
1883 	0 	-1.370 	1.232 	-0.138 
1884 	0 	-1.201 	1.210 	0.009 
1885 	0 	-2.103 	3.367 	1.264 
1886 	1 	0.223 	2.608 	2.830 
1887 	0 	-1.120 	0.710 	-0.410 
1888 	0 	-0.863 	-0.289 	-1.152 
1889 	0 	0.681 	-4.652 	-3.972 
1890 	1 	-1.862 	0.074 	-1.788 
1891 	1 	-1.633 	1.192 	-0.441 
1892 	1 	-1.205 	0.966 	-0.239 
1893 	1 	0.372 	0.738 	1.110 
1894 	1 	0.081 	2.130 	2.211 
1895 	0 	-0.664 	3.754 	3.090 
1896 	1 	2.546 	-0.121 	2.425 
1897 	1 	1.058 	-0.468 	0.590 
1898 	1 	0.908 	-0.012 	0.896 
1899 	1 	-0.094 	-0.963 	-1.057 
1900 	1 	-0.203 	-0.562 	-0.764 
1901 	1 	0.350 	-0.477 	-0.127 
1902 	0 	1.529 	-0.107 	1.422 
1903 	1 	-1.270 	1.786 	0.516 
1904 	1 	-0.202 	3.981 	3.779 
1905 	1 	0.583 	0.091 	0.674 
1906 	1 	0.438 	-1.686 	-1.248 
1907 	0 	0.142 	-1.502 	-1.360 
1908 	1 	0.949 	-0.639 	0.311 
1909 	1 	0.561 	0.671 	1.232 
1910 	0 	-1.060 	1.869 	0.809 
1911 	0 	0.248 	1.708 	1.956 
1912 	0 	1.500 	0.508 	2.008 
1913 	0 	0.468 	-1.480 	-1.012 
1914 	1 	1.415 	-1.701 	-0.286 
1915 	1 	0.053 	1.094 	1.147 
1916 	0 	-0.698 	1.332 	0.634 
1917 	0 	0.822 	1.738 	2.559 
1918 	1 	0.777 	-1.981 	-1.204 
1919 	0 	1.195 	-0.375 	0.821 
1920 	1 	0.096 	2.931 	3.027 
1921 	1 	0.022 	1.822 	1.844 
1922 	0 	-0.110 	-2.240 	-2.351 
1923 	1 	0.117 	1.522 	1.639 
1924 	0 	0.256 	0.217 	0.473 
1925 	0 	1.523 	1.528 	3.051 
1926 	1 	-0.095 	1.069 	0.974 
1927 	0 	-0.837 	0.000 	-0.837 
1928 	1 	0.987 	-0.029 	0.958 
1929 	0 	-0.588 	1.284 	0.696 
1930 	0 	-0.797 	4.658 	3.862 
1931 	0 	-1.058 	0.357 	-0.701 
1932 	1 	0.053 	-1.885 	-1.832 
1933 	1 	-0.433 	-2.530 	-2.963 
1934 	1 	-0.692 	0.005 	-0.687 
1935 	0 	0.531 	-0.644 	-0.113 
1936 	1 	0.656 	1.535 	2.191 
1937 	1 	0.228 	1.953 	2.181 
1938 	1 	0.699 	-1.860 	-1.161 
1939 	0 	0.242 	-1.987 	-1.745 
1940 	1 	-1.241 	-1.851 	-3.092 
1941 	0 	-0.212 	-0.002 	-0.214 
1942 	0 	-1.782 	-4.065 	-5.848 
1943 	1 	0.645 	-1.689 	-1.044 
1944 	1 	2.045 	-0.860 	1.185 
1945 	0 	-0.076 	1.262 	1.186 
1946 	1 	0.339 	-0.931 	-0.592 
1947 	0 	-0.822 	1.731 	0.910 
1948 	1 	-0.096 	-2.919 	-3.016 
1949 	1 	-0.149 	-5.150 	-5.299 
1950 	1 	0.850 	-0.384 	0.467 
1951 	0 	0.439 	4.232 	4.672 
1952 	0 	0.656 	1.151 	1.807 
1953 	1 	1.031 	2.004 	3.036 
1954 	1 	-0.259 	-2.415 	-2.673 
1955 	1 	-0.559 	1.643 	1.084 
1956 	1 	-1.062 	-1.523 	-2.584 
1957 	1 	0.244 	0.556 	0.800 
1958 	1 	-0.511 	-1.793 	-2.304 
1959 	0 	1.036 	1.186 	2.222 
1960 	1 	-1.257 	2.866 	1.609 
1961 	1 	1.322 	-2.030 	-0.708 
1962 	0 	0.115 	1.604 	1.719 
1963 	1 	0.017 	-0.296 	-0.279 
1964 	1 	-0.027 	-3.712 	-3.739 
1965 	0 	1.253 	0.886 	2.139 
1966 	0 	-1.562 	2.748 	1.186 
1967 	0 	-0.874 	0.430 	-0.444 
1968 	0 	0.482 	-1.240 	-0.758 
1969 	1 	-0.181 	-1.642 	-1.823 
1970 	0 	1.028 	0.214 	1.241 
1971 	0 	-2.054 	0.692 	-1.362 
1972 	1 	0.420 	-1.894 	-1.475 
1973 	1 	-0.065 	-0.629 	-0.694 
1974 	0 	-1.691 	0.199 	-1.492 
1975 	0 	-2.449 	3.397 	0.948 
1976 	1 	0.485 	1.190 	1.675 
1977 	1 	-0.727 	-2.387 	-3.114 
1978 	1 	1.135 	-1.164 	-0.029 
1979 	0 	0.347 	0.468 	0.814 
1980 	1 	-0.335 	-1.622 	-1.957 
1981 	1 	1.469 	-0.056 	1.413 
1982 	1 	1.002 	4.570 	5.572 
1983 	1 	-0.978 	3.629 	2.651 
1984 	1 	-1.142 	2.246 	1.104 
1985 	1 	-0.049 	0.991 	0.942 
1986 	1 	0.053 	-1.493 	-1.440 
1987 	1 	0.888 	-3.607 	-2.719 
1988 	0 	-0.169 	2.421 	2.252 
1989 	1 	0.109 	-0.816 	-0.707 
1990 	1 	0.663 	-0.779 	-0.116 
1991 	0 	0.174 	-1.230 	-1.056 
1992 	0 	1.875 	0.675 	2.549 
1993 	1 	-0.977 	-2.058 	-3.034 
1994 	1 	-0.408 	-1.152 	-1.560 
1995 	1 	0.202 	1.086 	1.288 
1996 	1 	0.421 	-0.046 	0.375 
1997 	0 	0.517 	5.087 	5.604 
1998 	1 	0.902 	2.308 	3.211 
1999 	0 	0.487 	1.549 	2.036 
2000 	0 	0.038 	-1.073 	-1.035 
2001 	0 	2.382 	1.441 	3.823 
2002 	0 	0.438 	0.789 	1.228 
2003 	1 	0.380 	-1.889 	-1.509 
2004 	1 	0.249 	2.797 	3.046 
2005 	0 	-0.393 	1.048 	0.655 
2006 	0 	-0.499 	-3.261 	-3.761 
2007 	0 	-0.401 	1.537 	1.135 
2008 	1 	0.037 	-0.377 	-0.340 
2009 	0 	0.984 	1.237 	2.221 
2010 	0 	-0.930 	1.423 	0.493 
2011 	1 	-0.490 	0.019 	-0.471 
2012 	1 	1.565 	0.685 	2.250 
2013 	0 	0.414 	-0.068 	0.346 
2014 	0 	0.659 	-0.742 	-0.083 
2015 	1 	0.363 	-1.850 	-1.486 
2016 	0 	-1.538 	0.163 	-1.375 
2017 	1 	1.596 	-2.801 	-1.205 
2018 	1 	-0.602 	-0.788 	-1.389 
2019 	0 	0.211 	1.377 	1.589 
2020 	0 	-0.739 	-0.199 	-0.939 
2021 	0 	0.034 	1.460 	1.493 
2022 	1 	-0.388 	0.602 	0.214 
2023 	1 	-0.403 	5.756 	5.353 
2024 	1 	1.071 	0.348 	1.420 
2025 	0 	-2.126 	-0.958 	-3.084 
2026 	0 	0.021 	-3.905 	-3.884 
2027 	1 	0.447 	1.202 	1.649 
2028 	0 	-0.070 	2.010 	1.940 
2029 	1 	-0.288 	-2.535 	-2.823 
2030 	1 	-0.795 	-1.073 	-1.868 
2031 	1 	-0.540 	0.023 	-0.517 
2032 	1 	-1.378 	1.025 	-0.353 
2033 	0 	0.288 	1.364 	1.652 
2034 	0 	2.299 	-0.161 	2.138 
2035 	0 	-0.587 	-0.564 	-1.151 
2036 	1 	-1.488 	2.110 	0.622 
2037 	0 	0.819 	2.162 	2.981 
2038 	0 	0.039 	-1.924 	-1.885 
2039 	0 	-0.301 	1.115 	0.814 
2040 	1 	-2.059 	-0.543 	-2.603 
2041 	1 	1.508 	-0.060 	1.447 
2042 	0 	0.385 	1.620 	2.005 
2043 	1 	0.013 	-0.051 	-0.038 
2044 	0 	-0.774 	-2.483 	-3.257 
2045 	0 	-0.406 	0.557 	0.152 
2046 	0 	0.991 	-0.010 	0.980 
2047 	1 	-0.271 	-0.595 	-0.866 
2048 	0 	-1.355 	-1.449 	-2.804 
2049 	1 	2.233 	1.399 	3.632 
2050 	1 	-1.217 	2.422 	1.205 
2051 	0 	-0.007 	-0.308 	-0.315 
2052 	0 	-0.080 	0.856 	0.776 
2053 	1 	-0.414 	3.670 	3.257 
2054 	1 	1.469 	2.020 	3.490 
2055 	1 	1.447 	1.544 	2.991 
2056 	1 	1.108 	-1.778 	-0.670 
2057 	0 	2.419 	-2.740 	-0.320 
2058 	1 	0.678 	-0.040 	0.638 
2059 	0 	-2.142 	-3.465 	-5.608 
2060 	1 	1.453 	-1.199 	0.255 
2061 	0 	-0.147 	0.569 	0.422 
2062 	1 	-0.881 	-0.234 	-1.114 
2063 	1 	0.614 	-3.367 	-2.753 
2064 	1 	0.792 	0.393 	1.185 
2065 	1 	0.370 	1.832 	2.202 
2066 	0 	1.816 	0.059 	1.876 
2067 	1 	1.186 	2.928 	4.113 
2068 	0 	0.859 	2.131 	2.990 
2069 	1 	-0.213 	-1.184 	-1.397 
2070 	1 	-0.798 	-3.544 	-4.343 
2071 	0 	0.673 	0.528 	1.201 
2072 	0 	-0.511 	2.706 	2.195 
2073 	0 	0.481 	-2.364 	-1.883 
2074 	1 	0.518 	1.426 	1.944 
2075 	1 	-0.625 	-3.096 	-3.721 
2076 	0 	-0.338 	1.848 	1.509 
2077 	0 	-0.821 	3.841 	3.020 
2078 	1 	-1.191 	-0.711 	-1.902 
2079 	0 	1.604 	0.854 	2.458 
2080 	0 	-0.026 	-1.348 	-1.374 
2081 	1 	-0.236 	-0.840 	-1.077 
2082 	1 	0.118 	-0.687 	-0.569 
2083 	1 	-0.601 	-0.043 	-0.644 
2084 	0 	-0.941 	2.721 	1.780 
2085 	0 	-0.121 	1.466 	1.345 
2086 	0 	1.468 	-1.327 	0.141 
2087 	1 	-0.551 	3.904 	3.353 
2088 	1 	-0.543 	2.189 	1.646 
2089 	1 	0.831 	0.316 	1.147 
2090 	0 	0.160 	-0.138 	0.023 
2091 	1 	0.745 	2.649 	3.394 
2092 	1 	0.731 	4.060 	4.791 
2093 	1 	-0.917 	0.140 	-0.777 
2094 	1 	1.970 	2.418 	4.389 
2095 	1 	0.574 	-1.723 	-1.149 
2096 	1 	1.357 	2.642 	3.998 
2097 	1 	0.476 	0.763 	1.239 
2098 	0 	0.180 	-1.286 	-1.107 
2099 	1 	0.588 	0.786 	1.374 
2100 	1 	0.893 	-1.301 	-0.409 
2101 	1 	-0.355 	2.066 	1.710 
2102 	0 	0.812 	0.216 	1.028 
2103 	0 	-1.726 	-0.652 	-2.378 
2104 	1 	0.306 	-1.468 	-1.162 
2105 	1 	0.717 	0.322 	1.039 
2106 	1 	-1.229 	0.665 	-0.564 
2107 	1 	0.141 	-0.255 	-0.114 
2108 	1 	-0.796 	0.350 	-0.446 
2109 	0 	0.176 	1.454 	1.629 
2110 	0 	0.406 	0.040 	0.445 
2111 	0 	-0.769 	-0.591 	-1.360 
2112 	0 	-0.448 	-4.825 	-5.273 
2113 	1 	-1.152 	3.168 	2.016 
2114 	1 	1.524 	1.211 	2.735 
2115 	0 	-2.267 	-2.169 	-4.437 
2116 	1 	0.025 	-2.603 	-2.578 
2117 	1 	0.233 	2.808 	3.041 
2118 	1 	0.436 	-0.016 	0.420 
2119 	0 	0.546 	3.212 	3.758 
2120 	1 	1.465 	-0.265 	1.201 
2121 	1 	0.593 	-0.551 	0.042 
2122 	0 	-0.415 	-3.062 	-3.477 
2123 	1 	-0.496 	-1.429 	-1.925 
2124 	0 	0.278 	1.370 	1.649 
2125 	1 	-3.123 	-0.398 	-3.522 
2126 	1 	0.557 	-0.829 	-0.272 
2127 	0 	-1.448 	0.636 	-0.813 
2128 	1 	-0.392 	3.567 	3.175 
2129 	1 	1.213 	1.532 	2.745 
2130 	1 	1.590 	-2.286 	-0.696 
2131 	0 	-1.554 	3.080 	1.525 
2132 	0 	-2.086 	-4.631 	-6.717 
2133 	0 	0.245 	-1.613 	-1.369 
2134 	0 	0.499 	-2.281 	-1.783 
2135 	1 	-0.574 	-1.224 	-1.798 
2136 	0 	0.358 	-0.664 	-0.306 
2137 	0 	-0.368 	-0.002 	-0.371 
2138 	1 	0.153 	0.334 	0.487 
2139 	0 	-0.383 	-1.219 	-1.602 
2140 	0 	-1.806 	1.257 	-0.549 
2141 	1 	0.157 	-0.715 	-0.558 
2142 	1 	-0.087 	-2.618 	-2.705 
2143 	0 	0.465 	-3.937 	-3.472 
2144 	1 	0.214 	0.518 	0.732 
2145 	0 	-1.301 	-0.457 	-1.758 
2146 	1 	1.694 	2.930 	4.624 
2147 	0 	-0.157 	0.580 	0.423 
2148 	0 	0.517 	-4.467 	-3.950 
2149 	0 	-0.324 	2.011 	1.686 
2150 	0 	0.613 	1.400 	2.012 
2151 	1 	0.022 	1.137 	1.158 
2152 	1 	-0.215 	2.801 	2.586 
2153 	1 	-0.968 	2.593 	1.625 
2154 	1 	2.069 	-0.263 	1.805 
2155 	1 	-1.884 	-1.357 	-3.241 
2156 	1 	0.262 	1.307 	1.569 
2157 	0 	-0.599 	-1.798 	-2.397 
2158 	1 	-1.410 	2.169 	0.759 
2159 	1 	0.289 	0.725 	1.014 
2160 	0 	1.762 	3.008 	4.770 
2161 	1 	0.842 	-2.909 	-2.067 
2162 	1 	1.483 	4.230 	5.713 
2163 	1 	0.811 	-2.356 	-1.544 
2164 	0 	1.720 	-1.915 	-0.195 
2165 	1 	-0.505 	-2.363 	-2.868 
2166 	0 	-1.616 	-0.869 	-2.486 
2167 	1 	-0.623 	1.966 	1.343 
2168 	0 	1.799 	2.113 	3.912 
2169 	0 	0.181 	-1.045 	-0.864 
2170 	0 	-1.708 	3.338 	1.630 
2171 	1 	1.286 	-0.013 	1.273 
2172 	0 	-2.159 	0.031 	-2.128 
2173 	1 	0.303 	-1.351 	-1.048 
2174 	1 	-0.502 	1.164 	0.662 
2175 	0 	-0.808 	2.976 	2.168 
2176 	1 	-0.808 	-1.999 	-2.807 
2177 	1 	-0.736 	-2.447 	-3.183 
2178 	0 	0.031 	3.421 	3.452 
2179 	1 	0.275 	-1.589 	-1.314 
2180 	1 	1.564 	-0.157 	1.407 
2181 	0 	1.145 	1.142 	2.287 
2182 	1 	-0.065 	-0.279 	-0.344 
2183 	1 	-1.662 	-1.921 	-3.583 
2184 	0 	0.301 	0.081 	0.382 
2185 	1 	-0.221 	2.547 	2.325 
2186 	0 	1.491 	-1.811 	-0.320 
2187 	1 	0.480 	1.928 	2.408 
2188 	0 	-0.638 	-3.434 	-4.072 
2189 	1 	-1.002 	2.374 	1.372 
2190 	1 	1.240 	1.393 	2.633 
2191 	1 	-1.464 	-0.648 	-2.112 
2192 	1 	-0.089 	2.295 	2.206 
2193 	0 	-0.299 	0.576 	0.277 
2194 	1 	-1.739 	0.070 	-1.669 
2195 	0 	0.376 	-2.052 	-1.676 
2196 	0 	0.163 	-4.287 	-4.124 
2197 	0 	-0.648 	-1.301 	-1.949 
2198 	1 	1.230 	0.571 	1.801 
2199 	1 	-0.568 	0.186 	-0.383 
2200 	1 	-1.289 	-1.627 	-2.916 
2201 	1 	0.600 	-1.895 	-1.295 
2202 	0 	-0.777 	3.494 	2.717 
2203 	1 	-1.391 	1.714 	0.324 
2204 	0 	0.215 	1.278 	1.493 
2205 	1 	1.097 	-0.381 	0.715 
2206 	0 	-2.106 	0.767 	-1.339 
2207 	1 	-0.879 	1.338 	0.459 
2208 	1 	-0.848 	4.069 	3.221 
2209 	0 	-0.171 	0.004 	-0.167 
2210 	0 	-0.936 	-1.304 	-2.240 
2211 	1 	1.013 	-1.039 	-0.026 
2212 	0 	1.140 	-3.070 	-1.930 
2213 	1 	0.527 	0.206 	0.733 
2214 	0 	0.236 	3.334 	3.569 
2215 	0 	-0.509 	0.751 	0.242 
2216 	1 	0.945 	0.479 	1.424 
2217 	0 	0.788 	1.809 	2.596 
2218 	1 	-0.720 	-0.554 	-1.274 
2219 	0 	0.787 	1.901 	2.687 
2220 	0 	0.722 	0.251 	0.972 
2221 	0 	-2.111 	0.343 	-1.768 
2222 	0 	0.333 	-4.255 	-3.923 
2223 	1 	-0.517 	-0.566 	-1.083 
2224 	1 	-0.863 	-0.129 	-0.991 
2225 	0 	0.020 	-3.459 	-3.439 
2226 	1 	0.110 	-0.739 	-0.629 
2227 	0 	-0.819 	4.452 	3.632 
2228 	0 	0.780 	-0.896 	-0.115 
2229 	1 	0.113 	1.937 	2.050 
2230 	0 	0.969 	1.507 	2.475 
2231 	0 	-1.152 	0.654 	-0.497 
2232 	0 	0.197 	-0.187 	0.010 
2233 	1 	0.152 	-3.014 	-2.861 
2234 	1 	0.256 	-2.060 	-1.804 
2235 	1 	1.020 	1.729 	2.749 
2236 	1 	-0.205 	-0.590 	-0.795 
2237 	1 	1.499 	-3.603 	-2.104 
2238 	0 	1.697 	2.524 	4.221 
2239 	1 	-0.337 	2.133 	1.796 
2240 	0 	-1.376 	2.431 	1.055 
2241 	0 	0.674 	3.751 	4.425 
2242 	1 	0.336 	-3.548 	-3.212 
2243 	1 	0.599 	-0.534 	0.065 
2244 	1 	0.745 	0.061 	0.806 
2245 	0 	0.484 	-1.728 	-1.244 
2246 	0 	1.266 	0.722 	1.988 
2247 	1 	1.637 	-0.718 	0.919 
2248 	0 	-0.912 	-1.742 	-2.654 
2249 	1 	0.020 	-0.062 	-0.043 
2250 	0 	1.372 	-1.283 	0.089 
2251 	1 	0.816 	1.034 	1.850 
2252 	0 	-0.317 	-0.690 	-1.007 
2253 	0 	-2.120 	1.129 	-0.991 
2254 	1 	0.131 	-0.803 	-0.672 
2255 	0 	1.864 	3.993 	5.857 
2256 	0 	-0.671 	0.554 	-0.117 
2257 	0 	0.169 	0.525 	0.694 
2258 	1 	1.762 	1.081 	2.843 
2259 	0 	0.415 	2.582 	2.998 
2260 	1 	-0.974 	-0.147 	-1.121 
2261 	1 	-0.904 	1.218 	0.314 
2262 	0 	-1.524 	0.292 	-1.232 
2263 	1 	1.302 	-2.813 	-1.511 
2264 	0 	-0.545 	-1.258 	-1.803 
2265 	1 	-1.294 	4.184 	2.890 
2266 	1 	1.806 	-4.127 	-2.321 
2267 	1 	-0.873 	2.324 	1.451 
2268 	1 	-0.694 	1.377 	0.682 
2269 	0 	0.541 	1.698 	2.238 
2270 	0 	0.167 	0.537 	0.703 
2271 	1 	1.814 	-0.037 	1.777 
2272 	0 	-0.359 	1.094 	0.736 
2273 	1 	-0.265 	-1.794 	-2.059 
2274 	1 	-0.043 	0.353 	0.310 
2275 	1 	0.041 	1.521 	1.562 
2276 	0 	0.809 	-0.818 	-0.010 
2277 	0 	0.394 	-2.834 	-2.440 
2278 	1 	2.983 	0.455 	3.438 
2279 	0 	1.768 	-0.066 	1.703 
2280 	0 	-0.024 	1.198 	1.175 
2281 	0 	-0.070 	-2.250 	-2.321 
2282 	0 	0.587 	1.668 	2.255 
2283 	1 	-1.281 	3.776 	2.495 
2284 	0 	1.178 	-3.590 	-2.412 
2285 	1 	-0.250 	1.673 	1.423 
2286 	0 	0.572 	-2.050 	-1.479 
2287 	1 	1.158 	-1.548 	-0.391 
2288 	0 	-0.709 	1.878 	1.168 
2289 	0 	-0.336 	-3.204 	-3.540 
2290 	0 	0.402 	0.461 	0.863 
2291 	0 	-0.676 	2.005 	1.329 
2292 	1 	-0.160 	-1.885 	-2.045 
2293 	0 	1.138 	-0.812 	0.326 
2294 	0 	0.387 	-1.617 	-1.229 
2295 	1 	-0.653 	1.301 	0.648 
2296 	1 	0.118 	0.458 	0.577 
2297 	1 	-2.264 	-0.684 	-2.947 
2298 	1 	0.328 	0.819 	1.147 
2299 	0 	-1.495 	-2.208 	-3.703 
2300 	0 	-0.796 	3.356 	2.561 
2301 	0 	0.488 	-3.420 	-2.932 
2302 	0 	0.596 	-0.518 	0.078 
2303 	0 	-0.359 	3.628 	3.270 
2304 	0 	0.561 	-0.904 	-0.343 
2305 	1 	1.444 	-0.875 	0.568 
2306 	1 	-1.661 	-0.450 	-2.112 
2307 	0 	0.172 	0.339 	0.510 
2308 	0 	-1.412 	-0.338 	-1.750 
2309 	1 	-0.672 	-1.151 	-1.823 
2310 	1 	1.783 	-1.322 	0.460 
2311 	0 	-1.647 	-1.539 	-3.186 
2312 	0 	0.136 	1.452 	1.588 
2313 	1 	0.167 	0.347 	0.514 
2314 	1 	-0.009 	-3.341 	-3.350 
2315 	1 	-0.368 	-0.933 	-1.301 
2316 	1 	-0.396 	-1.302 	-1.699 
2317 	0 	-0.835 	-1.630 	-2.465 
2318 	1 	-2.576 	0.715 	-1.861 
2319 	1 	0.346 	2.910 	3.256 
2320 	1 	0.521 	1.072 	1.593 
2321 	0 	0.889 	-1.541 	-0.652 
2322 	0 	1.801 	-3.165 	-1.365 
2323 	1 	-0.427 	1.362 	0.936 
2324 	1 	1.165 	-2.418 	-1.254 
2325 	0 	0.078 	-3.488 	-3.410 
2326 	0 	0.101 	3.860 	3.961 
2327 	0 	-0.271 	1.243 	0.973 
2328 	0 	0.757 	-2.190 	-1.433 
2329 	1 	1.027 	-2.387 	-1.360 
2330 	1 	0.125 	-0.972 	-0.846 
2331 	0 	-1.750 	-1.773 	-3.523 
2332 	1 	0.068 	-0.060 	0.008 
2333 	0 	1.838 	-3.066 	-1.228 
2334 	0 	-0.911 	2.018 	1.106 
2335 	1 	-0.037 	-2.173 	-2.210 
2336 	1 	0.813 	-1.786 	-0.973 
2337 	0 	0.925 	-2.412 	-1.487 
2338 	1 	-0.828 	-0.045 	-0.872 
2339 	1 	1.499 	0.539 	2.038 
2340 	0 	-0.784 	-1.437 	-2.221 
2341 	1 	-1.260 	1.673 	0.413 
2342 	1 	0.320 	-0.414 	-0.094 
2343 	1 	0.926 	0.882 	1.808 
2344 	0 	-1.027 	0.266 	-0.761 
2345 	0 	0.475 	1.958 	2.433 
2346 	1 	0.579 	4.884 	5.463 
2347 	0 	-0.562 	-1.288 	-1.850 
2348 	1 	1.185 	-0.951 	0.234 
2349 	1 	0.273 	2.688 	2.960 
2350 	0 	-0.334 	0.636 	0.302 
2351 	0 	0.226 	-0.094 	0.132 
2352 	1 	-0.516 	2.511 	1.995 
2353 	1 	1.001 	1.493 	2.494 
2354 	1 	0.479 	-3.464 	-2.985 
2355 	1 	0.081 	4.482 	4.563 
2356 	0 	-1.005 	-3.623 	-4.628 
2357 	1 	1.845 	-1.280 	0.566 
2358 	0 	-0.748 	3.071 	2.324 
2359 	1 	1.050 	-2.717 	-1.666 
2360 	0 	-1.804 	0.088 	-1.716 
2361 	1 	-2.662 	1.138 	-1.524 
2362 	1 	-0.819 	-3.511 	-4.330 
2363 	1 	0.402 	2.074 	2.475 
2364 	1 	0.031 	1.020 	1.051 
2365 	0 	0.247 	-3.086 	-2.840 
2366 	1 	2.215 	1.277 	3.492 
2367 	1 	2.147 	-1.880 	0.267 
2368 	1 	-0.804 	-1.671 	-2.475 
2369 	0 	0.537 	4.158 	4.695 
2370 	1 	-1.597 	2.992 	1.395 
2371 	1 	-0.795 	0.901 	0.106 
2372 	1 	0.495 	0.233 	0.728 
2373 	0 	1.556 	-2.293 	-0.738 
2374 	0 	0.572 	-1.192 	-0.620 
2375 	1 	0.033 	0.831 	0.864 
2376 	1 	0.533 	3.183 	3.716 
2377 	1 	1.677 	-0.367 	1.310 
2378 	1 	-0.131 	1.290 	1.159 
2379 	1 	0.071 	-1.016 	-0.946 
2380 	1 	0.103 	-0.145 	-0.042 
2381 	1 	-0.876 	3.496 	2.620 
2382 	0 	1.589 	-1.099 	0.490 
2383 	1 	1.456 	-2.428 	-0.973 
2384 	0 	-1.321 	-1.622 	-2.943 
2385 	0 	1.511 	-0.812 	0.699 
2386 	0 	1.805 	-0.336 	1.469 
2387 	1 	0.232 	1.250 	1.482 
2388 	0 	0.231 	-0.553 	-0.321 
2389 	1 	-0.351 	-1.949 	-2.300 
2390 	0 	1.321 	-2.185 	-0.864 
2391 	0 	1.583 	4.703 	6.286 
2392 	1 	-1.135 	-2.086 	-3.221 
2393 	0 	0.093 	-1.421 	-1.328 
2394 	0 	-1.021 	-0.083 	-1.104 
2395 	0 	-1.907 	-1.006 	-2.913 
2396 	0 	0.049 	1.848 	1.897 
