ID 	SX 	VG 	VE 	VF 
619 	0 	0.412 	-1.216 	-0.804 
620 	0 	0.297 	1.279 	1.576 
621 	1 	-0.099 	1.241 	1.142 
622 	0 	-0.996 	-0.718 	-1.714 
623 	1 	-0.332 	-0.457 	-0.788 
624 	0 	0.366 	0.320 	0.686 
625 	0 	-0.651 	-1.653 	-2.304 
626 	1 	-0.173 	-1.699 	-1.872 
627 	0 	-0.606 	-1.580 	-2.186 
628 	1 	1.376 	-4.235 	-2.859 
629 	1 	1.252 	1.003 	2.256 
630 	1 	-0.921 	-1.936 	-2.857 
631 	1 	-0.038 	0.502 	0.464 
632 	0 	-1.563 	5.153 	3.590 
633 	0 	-0.506 	-1.960 	-2.466 
634 	1 	-0.392 	2.517 	2.125 
635 	1 	-0.355 	3.344 	2.989 
636 	0 	-0.277 	1.403 	1.126 
637 	0 	-0.711 	-0.282 	-0.994 
638 	0 	0.747 	0.521 	1.267 
639 	1 	-0.633 	-2.148 	-2.782 
640 	0 	0.072 	1.010 	1.083 
641 	1 	1.370 	2.056 	3.426 
642 	0 	-1.218 	0.336 	-0.881 
643 	1 	-0.464 	-2.099 	-2.564 
644 	1 	-1.049 	-0.837 	-1.886 
645 	0 	0.897 	0.591 	1.488 
646 	0 	-0.666 	-0.901 	-1.567 
647 	0 	0.890 	1.113 	2.003 
648 	1 	-1.908 	-1.191 	-3.099 
649 	0 	0.077 	-0.659 	-0.581 
650 	0 	0.284 	0.557 	0.841 
651 	1 	-0.311 	1.208 	0.897 
652 	1 	-0.583 	1.258 	0.675 
653 	1 	-0.474 	-1.904 	-2.378 
654 	0 	0.544 	-1.786 	-1.242 
655 	0 	-0.405 	-2.844 	-3.249 
656 	1 	0.630 	-0.610 	0.020 
657 	0 	-0.992 	0.883 	-0.109 
658 	1 	0.200 	-0.994 	-0.794 
659 	1 	-0.168 	0.312 	0.145 
660 	0 	-0.962 	0.865 	-0.097 
661 	1 	-0.528 	-2.035 	-2.563 
662 	1 	-1.070 	-4.279 	-5.349 
663 	0 	-0.166 	-0.059 	-0.226 
664 	1 	1.383 	-5.407 	-4.024 
665 	0 	-0.820 	0.376 	-0.445 
666 	0 	1.199 	-1.037 	0.161 
667 	0 	1.502 	-4.628 	-3.126 
668 	1 	-0.760 	-0.263 	-1.023 
669 	1 	0.867 	0.177 	1.045 
670 	0 	-1.776 	3.586 	1.811 
671 	1 	0.595 	-0.430 	0.165 
672 	0 	-0.375 	-0.664 	-1.039 
673 	1 	0.065 	-3.812 	-3.747 
674 	1 	-1.372 	2.125 	0.753 
675 	1 	-0.411 	-0.845 	-1.255 
676 	1 	0.476 	-0.098 	0.378 
677 	0 	-0.471 	-1.327 	-1.798 
678 	0 	-1.621 	1.057 	-0.564 
679 	1 	-0.982 	-0.523 	-1.505 
680 	1 	-1.197 	0.005 	-1.192 
681 	0 	0.037 	0.722 	0.759 
682 	1 	-1.788 	0.243 	-1.545 
683 	1 	-0.078 	-2.402 	-2.480 
684 	1 	-0.985 	3.945 	2.960 
685 	1 	-1.430 	-1.352 	-2.782 
686 	1 	0.528 	-4.664 	-4.136 
687 	0 	2.606 	0.167 	2.772 
688 	1 	-0.596 	0.183 	-0.413 
689 	0 	0.050 	1.047 	1.098 
690 	1 	1.105 	0.339 	1.444 
691 	1 	0.495 	-1.110 	-0.615 
692 	1 	0.521 	2.630 	3.151 
693 	1 	-0.709 	2.366 	1.657 
694 	1 	0.198 	-3.715 	-3.518 
695 	0 	0.110 	2.144 	2.254 
696 	0 	-0.553 	0.281 	-0.272 
697 	1 	-0.762 	1.771 	1.009 
698 	0 	1.904 	0.278 	2.182 
699 	1 	-0.184 	-0.339 	-0.523 
700 	0 	-1.659 	-2.688 	-4.348 
701 	0 	0.862 	1.110 	1.971 
702 	1 	-0.832 	3.044 	2.212 
703 	0 	-0.652 	-2.510 	-3.162 
704 	1 	-1.547 	-2.031 	-3.578 
705 	0 	1.895 	1.357 	3.251 
706 	0 	-0.135 	-2.221 	-2.356 
707 	0 	0.418 	-0.124 	0.294 
708 	1 	-0.468 	3.645 	3.176 
709 	1 	-0.360 	1.348 	0.987 
710 	0 	-0.966 	-0.771 	-1.737 
711 	1 	0.883 	-0.876 	0.007 
712 	1 	-1.533 	-0.268 	-1.801 
713 	1 	1.233 	0.861 	2.093 
714 	0 	0.069 	2.134 	2.203 
715 	1 	-1.172 	0.458 	-0.714 
716 	0 	-0.256 	-0.733 	-0.989 
717 	1 	0.776 	0.022 	0.798 
718 	1 	0.850 	2.340 	3.190 
719 	0 	-1.766 	0.104 	-1.662 
720 	0 	0.950 	1.349 	2.300 
721 	0 	0.331 	-2.905 	-2.574 
722 	1 	-2.235 	0.169 	-2.066 
723 	1 	0.469 	1.470 	1.939 
724 	1 	0.648 	-2.684 	-2.036 
725 	0 	-1.702 	-0.377 	-2.080 
726 	0 	0.272 	3.185 	3.457 
727 	0 	1.519 	-0.239 	1.281 
728 	0 	1.498 	1.940 	3.439 
729 	1 	-0.079 	-0.726 	-0.805 
730 	1 	-0.883 	-2.442 	-3.325 
731 	1 	1.213 	-1.445 	-0.231 
732 	1 	-0.601 	-2.889 	-3.491 
733 	0 	-0.685 	0.150 	-0.536 
734 	0 	-2.223 	-2.388 	-4.611 
735 	1 	0.450 	-1.851 	-1.401 
736 	0 	-0.239 	-0.429 	-0.668 
737 	0 	-3.047 	2.560 	-0.487 
738 	1 	-0.706 	1.251 	0.546 
739 	0 	-0.463 	0.320 	-0.144 
740 	1 	-0.541 	0.741 	0.200 
741 	1 	-0.823 	-3.588 	-4.411 
742 	1 	-1.055 	0.709 	-0.345 
743 	0 	0.347 	-2.189 	-1.842 
744 	0 	-0.870 	2.216 	1.346 
745 	0 	-2.175 	1.831 	-0.344 
746 	1 	-0.455 	-2.801 	-3.257 
747 	0 	0.106 	1.057 	1.162 
748 	1 	1.993 	-2.304 	-0.311 
749 	1 	-0.165 	-0.047 	-0.212 
750 	1 	-0.169 	-3.280 	-3.448 
751 	0 	0.255 	-0.382 	-0.127 
752 	1 	0.639 	-1.294 	-0.655 
753 	0 	-1.174 	-1.375 	-2.549 
754 	1 	0.418 	-3.403 	-2.985 
755 	0 	0.791 	-0.065 	0.726 
756 	0 	-0.058 	-2.716 	-2.774 
757 	0 	0.119 	0.603 	0.723 
758 	1 	0.226 	2.696 	2.922 
759 	1 	0.823 	2.702 	3.525 
760 	0 	0.059 	-0.764 	-0.705 
761 	0 	1.136 	5.082 	6.218 
762 	0 	0.417 	3.929 	4.346 
763 	1 	0.047 	0.134 	0.181 
764 	0 	-1.111 	-0.626 	-1.737 
765 	1 	0.920 	-2.519 	-1.599 
766 	1 	-0.435 	-1.644 	-2.080 
767 	1 	-1.474 	-3.774 	-5.248 
768 	1 	2.179 	2.796 	4.975 
769 	1 	-0.634 	-1.197 	-1.830 
770 	0 	1.640 	-0.229 	1.410 
771 	1 	-1.917 	-1.469 	-3.387 
772 	1 	-0.584 	0.102 	-0.482 
773 	1 	2.421 	-2.399 	0.022 
774 	0 	-0.054 	1.084 	1.030 
775 	1 	0.350 	2.024 	2.374 
776 	1 	0.592 	2.142 	2.734 
777 	0 	-0.635 	-1.835 	-2.471 
778 	1 	1.592 	-0.898 	0.694 
779 	1 	-0.073 	-0.105 	-0.178 
780 	1 	-0.772 	1.591 	0.819 
781 	1 	0.310 	-1.438 	-1.128 
782 	1 	-1.177 	2.137 	0.960 
783 	1 	-0.191 	3.451 	3.261 
784 	0 	0.348 	-1.846 	-1.498 
785 	0 	1.142 	1.274 	2.416 
786 	0 	1.908 	-0.596 	1.312 
787 	0 	-0.116 	2.255 	2.139 
788 	1 	0.109 	-1.635 	-1.527 
789 	0 	0.781 	5.825 	6.607 
790 	0 	2.404 	-5.143 	-2.740 
791 	0 	0.837 	0.592 	1.429 
792 	0 	1.100 	-0.330 	0.770 
793 	0 	-0.475 	0.784 	0.310 
794 	1 	1.191 	-4.471 	-3.280 
795 	1 	-1.359 	1.044 	-0.315 
796 	0 	1.244 	-0.661 	0.583 
797 	0 	1.980 	-2.516 	-0.536 
798 	0 	1.429 	2.526 	3.954 
799 	1 	0.970 	0.300 	1.270 
800 	0 	1.317 	-0.533 	0.784 
801 	1 	0.837 	1.319 	2.156 
802 	1 	0.090 	-0.432 	-0.343 
803 	0 	0.453 	0.129 	0.581 
804 	1 	-1.772 	-0.108 	-1.880 
805 	0 	0.454 	-4.880 	-4.426 
806 	1 	-0.434 	-0.278 	-0.712 
807 	1 	1.542 	2.166 	3.708 
808 	0 	1.889 	0.080 	1.970 
809 	0 	-0.665 	-0.742 	-1.407 
810 	1 	-0.122 	-3.671 	-3.792 
811 	1 	-2.594 	0.706 	-1.888 
812 	1 	-0.393 	2.059 	1.666 
813 	0 	0.861 	0.445 	1.306 
814 	0 	0.604 	-2.439 	-1.834 
815 	1 	0.446 	2.613 	3.060 
816 	0 	0.281 	-1.173 	-0.892 
817 	0 	-1.528 	-0.531 	-2.059 
818 	1 	-2.271 	3.045 	0.774 
819 	1 	-0.087 	0.898 	0.811 
820 	1 	-0.593 	0.194 	-0.398 
821 	1 	1.880 	1.563 	3.443 
822 	1 	0.965 	1.267 	2.232 
823 	0 	1.069 	-0.852 	0.216 
824 	0 	-0.193 	0.063 	-0.130 
825 	1 	1.451 	3.326 	4.777 
826 	0 	-0.370 	-1.018 	-1.388 
827 	0 	0.009 	-3.383 	-3.374 
828 	1 	-0.837 	1.074 	0.238 
829 	1 	-0.011 	0.304 	0.293 
830 	0 	0.082 	-1.487 	-1.405 
831 	0 	1.871 	-0.346 	1.525 
832 	0 	-1.385 	-0.307 	-1.692 
833 	0 	-1.439 	0.348 	-1.091 
834 	0 	1.523 	-2.756 	-1.233 
835 	0 	-1.522 	4.498 	2.976 
836 	1 	1.300 	-1.433 	-0.133 
837 	1 	-0.659 	-0.553 	-1.212 
838 	0 	-1.027 	-2.133 	-3.160 
839 	1 	0.705 	0.968 	1.674 
840 	0 	-0.592 	0.058 	-0.534 
841 	0 	0.725 	-0.420 	0.305 
842 	1 	-0.379 	1.446 	1.067 
843 	1 	-1.665 	-0.449 	-2.114 
844 	1 	0.222 	-0.372 	-0.150 
845 	0 	0.061 	-1.106 	-1.045 
846 	0 	1.372 	-2.639 	-1.268 
847 	1 	0.713 	1.516 	2.229 
848 	0 	-1.158 	-0.107 	-1.265 
849 	0 	-0.048 	3.293 	3.245 
850 	0 	1.673 	3.001 	4.675 
851 	0 	0.548 	-0.541 	0.007 
852 	0 	-0.602 	0.915 	0.313 
853 	0 	1.562 	0.939 	2.502 
854 	0 	2.518 	3.295 	5.814 
855 	1 	0.705 	-0.813 	-0.108 
856 	1 	0.928 	-1.416 	-0.488 
857 	1 	-0.879 	3.547 	2.668 
858 	0 	-1.145 	-0.780 	-1.925 
859 	1 	0.995 	1.139 	2.134 
860 	1 	-1.070 	-5.065 	-6.134 
861 	1 	-0.051 	0.823 	0.772 
862 	1 	-2.080 	4.198 	2.118 
863 	0 	-0.222 	2.187 	1.965 
864 	0 	-1.800 	-0.137 	-1.937 
865 	0 	-1.762 	0.102 	-1.660 
866 	0 	2.620 	-2.117 	0.503 
867 	0 	-0.911 	-3.063 	-3.973 
868 	1 	-1.156 	-1.346 	-2.502 
869 	1 	0.514 	-0.203 	0.311 
870 	0 	0.937 	1.090 	2.027 
871 	0 	0.223 	1.033 	1.256 
872 	0 	-0.425 	-2.722 	-3.146 
873 	0 	0.351 	-0.894 	-0.543 
874 	1 	0.907 	1.976 	2.883 
875 	0 	-1.579 	0.279 	-1.300 
876 	1 	-0.759 	-0.859 	-1.618 
877 	0 	0.709 	-2.844 	-2.135 
878 	1 	-0.142 	0.584 	0.442 
879 	0 	-0.930 	-0.810 	-1.739 
880 	0 	-0.777 	-3.421 	-4.197 
881 	0 	0.113 	0.581 	0.693 
882 	1 	1.855 	0.835 	2.691 
883 	1 	1.046 	-1.133 	-0.087 
884 	1 	0.605 	0.713 	1.318 
885 	0 	0.013 	-0.928 	-0.915 
886 	0 	0.071 	0.796 	0.867 
887 	0 	0.594 	-0.459 	0.134 
888 	0 	-1.159 	3.220 	2.060 
889 	0 	-2.266 	-1.025 	-3.290 
890 	0 	0.520 	0.885 	1.406 
891 	1 	1.252 	-3.614 	-2.362 
892 	1 	1.111 	2.218 	3.330 
893 	0 	0.822 	-0.888 	-0.066 
894 	1 	0.157 	-3.074 	-2.917 
895 	0 	-0.114 	1.814 	1.700 
896 	1 	-0.401 	1.122 	0.721 
897 	1 	-2.000 	-1.022 	-3.021 
898 	0 	0.650 	2.078 	2.728 
899 	1 	-0.390 	1.322 	0.932 
900 	1 	0.390 	1.528 	1.918 
901 	0 	-1.498 	0.826 	-0.672 
902 	0 	0.233 	2.572 	2.805 
903 	1 	0.736 	-0.033 	0.703 
904 	0 	1.447 	0.009 	1.456 
905 	0 	0.340 	-0.170 	0.170 
906 	0 	-0.585 	-0.734 	-1.319 
907 	1 	0.174 	2.565 	2.738 
908 	1 	-1.176 	0.028 	-1.149 
909 	1 	1.385 	1.315 	2.700 
910 	0 	0.501 	-5.305 	-4.804 
911 	1 	0.141 	-1.721 	-1.580 
912 	0 	0.019 	-1.312 	-1.293 
913 	1 	-0.041 	-0.816 	-0.858 
914 	1 	-0.240 	-2.076 	-2.316 
915 	1 	1.446 	1.324 	2.771 
916 	1 	1.384 	0.236 	1.620 
917 	1 	-0.199 	0.035 	-0.164 
918 	0 	-1.597 	-2.815 	-4.411 
919 	0 	-1.119 	-0.596 	-1.715 
920 	1 	-0.268 	-0.064 	-0.333 
921 	1 	1.310 	-0.134 	1.176 
922 	0 	0.214 	-1.086 	-0.871 
923 	1 	-2.266 	-2.112 	-4.377 
924 	0 	0.129 	-4.426 	-4.297 
925 	0 	1.239 	-1.685 	-0.446 
926 	1 	0.415 	0.815 	1.230 
927 	0 	-1.667 	0.511 	-1.156 
928 	1 	-0.230 	1.505 	1.275 
929 	0 	0.354 	1.188 	1.543 
930 	0 	-0.252 	0.250 	-0.002 
931 	1 	1.224 	0.447 	1.671 
932 	1 	0.435 	2.079 	2.514 
933 	1 	-1.388 	0.457 	-0.930 
934 	1 	-0.545 	1.276 	0.730 
935 	1 	1.892 	3.551 	5.443 
936 	1 	-1.390 	-4.127 	-5.518 
937 	1 	-2.432 	-3.136 	-5.569 
938 	0 	0.623 	-1.715 	-1.092 
939 	0 	-0.247 	0.772 	0.525 
940 	1 	0.698 	2.868 	3.566 
941 	0 	-0.192 	-1.502 	-1.694 
942 	1 	1.086 	0.373 	1.459 
943 	1 	0.159 	-0.337 	-0.178 
944 	1 	-1.752 	-1.889 	-3.641 
945 	1 	0.375 	-2.056 	-1.681 
946 	0 	0.038 	2.065 	2.104 
947 	1 	-0.527 	-3.363 	-3.891 
948 	0 	2.375 	1.310 	3.685 
949 	0 	-1.510 	-1.387 	-2.897 
950 	0 	2.089 	-1.790 	0.300 
951 	0 	-1.644 	-2.059 	-3.704 
952 	1 	0.055 	0.658 	0.713 
953 	0 	-0.698 	-0.645 	-1.342 
954 	0 	-1.684 	1.758 	0.074 
955 	0 	0.379 	-1.065 	-0.686 
956 	0 	0.934 	0.041 	0.975 
957 	1 	0.247 	2.211 	2.458 
958 	1 	0.923 	-1.318 	-0.395 
959 	1 	-0.757 	1.073 	0.315 
960 	1 	1.348 	0.707 	2.055 
961 	1 	-1.001 	2.299 	1.298 
962 	0 	-0.305 	-2.686 	-2.992 
963 	0 	-0.986 	-0.958 	-1.944 
964 	1 	0.289 	-1.816 	-1.527 
965 	0 	0.256 	-2.365 	-2.109 
966 	1 	0.085 	1.901 	1.986 
967 	0 	-0.232 	2.147 	1.916 
968 	0 	0.411 	-0.010 	0.401 
969 	1 	-0.029 	-1.805 	-1.834 
970 	1 	-0.948 	-1.319 	-2.267 
971 	0 	1.669 	0.388 	2.057 
972 	1 	0.430 	0.321 	0.751 
973 	0 	-0.535 	-2.787 	-3.322 
974 	1 	-0.610 	-5.574 	-6.184 
975 	1 	0.001 	2.050 	2.051 
976 	0 	0.408 	1.204 	1.612 
977 	0 	-1.166 	4.967 	3.801 
978 	0 	0.452 	0.321 	0.773 
979 	0 	2.015 	-0.681 	1.333 
980 	1 	0.643 	0.141 	0.785 
981 	1 	-0.242 	-1.340 	-1.582 
982 	0 	0.798 	-1.493 	-0.695 
983 	1 	-0.454 	-1.350 	-1.805 
984 	1 	0.427 	-0.633 	-0.206 
985 	1 	-0.976 	-3.217 	-4.192 
986 	1 	-0.948 	-0.332 	-1.281 
987 	1 	0.920 	-3.199 	-2.280 
988 	0 	1.690 	-1.443 	0.246 
989 	1 	1.655 	0.626 	2.282 
990 	0 	1.110 	1.533 	2.642 
991 	1 	0.823 	0.859 	1.682 
992 	0 	-0.895 	-2.521 	-3.416 
993 	0 	0.949 	2.646 	3.596 
994 	1 	-0.011 	-2.691 	-2.703 
995 	1 	-0.429 	2.295 	1.866 
996 	0 	1.079 	1.208 	2.287 
997 	0 	-1.905 	1.092 	-0.813 
998 	0 	-1.518 	4.117 	2.600 
999 	1 	-0.562 	-0.944 	-1.507 
